Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Cad Engineer,3.0,2015-01-09,"Former employee, more than 10 years",Great people and great perks.  Vacation was plentiful and negotiable.  Many experts all around to consult and gleam knowledge from.    Flexible work from home options.,"Easy to get lost in the fray.  Difficult to transition roles or change departments.   IT support staff was nonexistent.  Engineers had to constantly solve their own IT / networking issues, taking critical time away from the real job.  Performance evaluations are a farce.  IBM is changing its business model and is probably abandoning the semiconductor manufacturing business, which might explain the decline in support staff.",IBM
Analytics Client Archictect,2.0,2018-08-13,"Former employee, more than 3 years",Salary was high and at times the performance bonuses appreciable.,"Constant chaotic change, Poor middle management skills Draconian staffing actions Misleading messaging Poor product performance Constant Training and certification on dozens of products that were never successfully sold.",IBM
Pr Specialist,2.0,2020-03-23,"Current employee, more than 1 year",Great historical relevance and brand name,"I set out at IBM to be a strong PR leader who can work & thrive in a fastpaced environment and do needlemoving storytelling. When I interviewed and was eventually hired, I was told my media chops would be welcomed and embraced but that hasn't been the case. My  tenure at IBM Research has been marked by negativity, managers who pick favorites and allow only a chosen few to do compelling work while people like me who are not favored, get few opportunities and new chances to learn. I am not alone.",IBM
Software Engineering Co-Op,3.0,2009-09-08,Current employee,"IBM pays well, offers you opportunities to learn new technologies, and will help you further your education with a Master's Degree.","In IBM, it sometimes takes a long time to get something approved by 'legal', or for the paperwork to go through for a project. This is very frustrating sometimes, and the efficiency of IBM as a whole could be greatly improved if they worked on this.",IBM
Manager Partner Solutions,4.0,2014-03-24,"Former employee, more than 8 years",The company provides many opportunities in diverse businesses with smart people. The company thrives on interconnected work forces around the US and internationally. So you will be part of larger teams on a regular basis. The company focuses on its customers and has a strong flavor of business ethics.,There are lots of layers of management for approvals and budgets not unusual in a very large company. The company really does not develop many cutting edge software products but it does do its best to partner with other companies to offer solid solutions to its customers. Because teams are spread out geographically you have to not mind to be on conference calls on a very regular basis.,IBM
Client Manager (Sales),3.0,2014-08-07,"Former employee, more than 3 years","Diverse Career Opportunities& many of them Reputable company, enormous portfolio OK pay, OK benefits, Fantastic Flexibility Acquiring companies constantly","Management controls you like puppets.  You do not necessarily own your own internal path Reputable yes, but that reputation isn't always good or improving OK pay, OK benefits, Flexibility fading Enormous challenge in IBM being a sum of its parts.  Collective deal handling difficult. Team not really there.  Everyone paid on their own part  difficult to control LOTS of uncertainty.  More people leaving or forced to leave than coming Culture leaves much to be desired",IBM
Software Engineer (Band 6),5.0,2016-01-13,"Current employee, less than 1 year"," Shifting towards CAMSS  Innovation through acquisition of companies, both small startups and large  Good benefits for young people  Competitive salary if you know your worth  Retina Macbook Pros  Lots of different tasks to do. You can gain lots of experience"," Needs to improve IBM Notes Internal email client  Needs to improve the way internal applications work. Very slow and full of clutter  Expense Reimbursement with AMEX Corporate card is very troublesome  Work/Life balance can be hard to manage if you work at home. Very tempted to work all day. This is normal for Software Engineers, though  A little slow at times. Sometimes you wonder if people know you're on the team or still around",IBM
Service Department,5.0,2016-07-31,"Current employee, more than 3 years","A strategic company that is still leading even after a century in business. Overall, a company to work for, and hard work is rewarded with promotions. Over the last two years I've been able to move departments and gain new skill sets.","We really need to invest in a POS system since selling our last one to Toshiba, it’s starting to effect our bottom line. Without a system it’s been difficult to close deals. I’ve heard some talk around the office about acquiring an iPad POS solution called Revel, might be a step in the right direction for us.",IBM
Business Process Consultant,5.0,2017-02-15,"Current employee, more than 10 years",IBM provides an excellent work environment.  There  are many opportunities to collaborate and increase your skills.  One example is the Corporate Service Corps.  This is part of IBM's Corporate Service Responsibility program and if you are selected you go to different parts of the world to provide probono consulting in underdeveloped markets.  I was fortunate to be part of a team last year and in this assignment I was able to utilize my existing skills and in the process learn so much more while helping a NGO in China increase their effectiveness.,It takes a bit to navigate where to find help is such a large company.,IBM
Iss/Mss Soc Computer Analyst,5.0,2017-04-22,"Current employee, less than 1 year","IBM is one of the best companies in the world to work for.  They actually care about their employees.   Being at the forefront of technology, there is a lot of room for growth and career opportunities.   I have been working for them almost 3 years and  in my 30 years in the computer industry, it is by far the BEST.  I am proud to say I am an IBMer!!!","I haven't had a pay raise yet in over 2 years  not even a merit raise.  I wish that would change.  But other than that, I enjoy my job and my team!",IBM
"Team Lead, Software Engineer",3.0,2020-08-28,"Current employee, more than 5 years",A lot of opportunities to grow from a knowledge perspective. A lot of opportunities to move to a different team that might work on things that are more attractive to you,"It's hard to get anything other than what's provided. You want a raise...you cannot because is a freez time or no one else is getting it. You want a promotion...you cannot because you need to make this file that every other manager has a different opinion of what it suppose to contain. But, to be honest, `cannot` is not exactly tru.eYou will get one, just not as fast or as smooth as I would have liked. Also, the environment seems to be a bit unstable.",IBM
Senior Scrum Master,5.0,2022-10-18,"Current employee, more than 3 years",I cannot say enough about my time working at IBM. I worked at another company for almost 10 years before coming to IBM. I did not know any of my coworkers the same way I do now after being at IBM just shy of 4 years. My manager takes the time to get to know me and understand how I work. In addition the ability to work flexibly is so rewarding and I never have to worry about work/life balance because IBM encourages us to ensure that is a priority.,Salary ranges are very broad and there is little insight into what would be required to earn at the next band per say aside from a job rec.,IBM
Technical Analyst,3.0,2010-05-26,Former employee,Unlimited resources for information in order to selflearn multiple IT disciplines.  Still carries prestige with others.  Many employees are spectacular and top achievers.,"In practice, workloads kept increasing as downsizings were common.  Came to be where employees were working around the clock in global environments.  Acquiring a sweatshop atmosphere with small or nonexistant salary increases for the general population.  New management by fear, intimidation and bullying style becoming prevalent.",IBM
Database/Business Analyst,3.0,2014-07-08,"Former employee, more than 10 years",I worked from home successfully for last 12 of my 20 years with the company.  Management trusted their employees and supported the workathome model.,"I think my story is common at IBM  once you're in your 50s with many years of success and service and making a bit more money, your position is eliminated through reorganization.  What's worse, the internal job posting system uses keywords instead of people to sift through internal transfers and applications.",IBM
Unix Technical Support Specialist Iii (Jazz),2.0,2015-09-10,"Former employee, more than 1 year","o Great people and teams you'll get to interact with in Columbia, MO.  o You'll possibly learn new skills or hone existing technical skills.  o Ample parking.","o Below way below average pay.  o If you know what you're doing techwise, the company will quickly take advantage of it and you will burn out.  o Salary.",IBM
"Software Development, First Line Manager",4.0,2016-01-05,"Current employee, more than 10 years","IBM has a focus on retaining its high performance culture, recognizing employees impact to the business. In addition, employees have the opportunity, through management and mentor support, to chart a course for a Career at IBM   allowing for change in interests and experiences, and development of new skill sets.","Salary and Benefits are not the highest in the industry .. probably more average to above average, in most areas. That being said, look at IBM as a longterm investment  to develop that Career, and you will see the value of working at the company.",IBM
Principal Talent Acquisitions Partner,5.0,2019-04-03,"Current employee, more than 3 years",IBM is like any other job. What makes it different is that you can learn and advance your skills to be in the top 10 of the market. IBM has great opportunities as it's a around  the world company. You can travel anywhere around the world & work at any IBM operations. You have to be a IBMer to know what it takes to thrive in this economy of challenges. Every challenge is a opportunity!,The con's are based on people who do not apply themselves and want the easy way out.,IBM
Marketing Operations,3.0,2022-06-06,"Former employee, more than 5 years", You get to work with a wide range of people with a wide range of experience   If you have leadership that will allow you to grow there is a lot of opportunity for growth  Learning opportunities  Typical benefits from working with a larger tech company  Good benefits," There were some direct leadership that wouldn't allow you to transfer out/up because they didn't want to lose you, which would in turn keep you from growing/progressing your career  A lot a favoritism happens  Not a lot of transparency from executive leadership  A lot of Covid lay offs posed as job roles being ""unnecessary""  or AKA another way to save money when results aren't being met",IBM
Planner,2.0,2012-04-01,Former employee,"Benefits are decent and generally speaking I found it easy to get personal time off when needed. My organization was spread out across the globe, so while I worked at an IBM office, I could work from home whenever I needed/wanted.","After 34 years I was selected to participate in a ""Resource Action"". I was given 30 days to find another job or be out the door. I was out the door. These RAs, always the end of the second month of a quarter, are designed to lower costs quickly. They are a common occurrence and because there are so many organizations the overall numbers are never high enough to get media coverage. It is a cloud over every employee's head.   Executive management doesn't want to hear bad news, so middle management will spin any problem to save themselves. Even bad programs/products get out the door, the management in charge get their awards and move up and out before stuff hits the fan. Then new management has to fix the problem that they didn't cause.  Nonperforming employees are kept around because headcount is so micromanaged that if someone is let go, there's a good chance that there will never be a backfill. So, managers are continually faced with the problem of keeping a bad performer around just to save the spot or save it until they're forced to make an RA selection.   Expenses are micromanaged. In my Group, if you asked for $8 business cards, you had to go through reviews and get half a dozen upper managers to okay it  oh, and provide a list of external customers that you interfaced with to prove that the cards would be used in a clear revenue opportunity. Just before I left, the edict came out from CHQ  no external monitors or minidocks if you had a laptop. SW and HW developers writing code, running scripts, compiling, debugging in multiple windows, why would they need an external LCD monitor to actually see what they're doing??? Penny wise and pound foolish. Be prepared to buy things you'll need to do your job with your own dime.  It is clear that the goal is to reduce US headcount and increase headcount in those countries where the P/Y rate is a third of what it is in the US. That would be a good financial decision if those individuals had the necessary skills AND if they stuck around to do work and provide continuity. Turnover in those countries is very high because the employees are focused solely on making more money who can blame them.   IBM is clearly not the company I went to work for 34 years ago. We used to be proud to be IBMers. Today it is a paycheck. IBM tries to recruit from the best schools and the pay is competitive in the beginning, but by year 4, those hires will be behind their peers in other companies. IBM may have more patents than any other company, but it doesn't play out in how they reward their employees in job opportunities and advancement.",IBM
Mainframe Storage,3.0,2012-12-09,"Former employee, more than 3 years","The ability to learn a lot of different aspects of mainfrane storage and all the capabilities surrounding it, along with a staff the had no egos to deal with and were all willing the help was wonderful, to say the lease.","Over the past 2 years, IBM has detracted from what is important, the customer, or the stakeholders. Too much emphasis has been placed on overburdening staff with work and not enough resources to handle it. The ability to work overtime to address some issues has gone away, which leaves employees discouraged.",IBM
Consultant - Gbs Consulting By Degrees,2.0,2013-12-18,"Current employee, more than 1 year"," Good introduction to enterprise technology and B2B interactions  Clientfacing roles and exposure to a variety of industries and experts  Opportunities to learn and work on interesting content be very proactive and selfpromote  Pro due to Con: Learned how to network, selfpromote, and find assignments on my own  Of course, the ""brand name"" on the resume","Consulting by Degrees Program  Poor management of talent with myopic emphasis on utilization rate and minimizing bench  Not much emphasis on talent development and consultants treated as ""Business Machines""  Often staffed on noninspiring, underwhelming roles as ""shadow"" cheap resources  Too much oversight, lack of trust, and cannot provide feedback to management  High attrition rate erodes community, few stay beyond initial two years  Global Business Services  Bonuses meager to efforts undertaken; no effective incentive to perform at 100%  Blind focus on the bottomline and quarterly performance to meet ""EPS roadmap""  Cuts to employee benefits and increases in billable hours announced without discussion  Office lacks basic amenities, reliance on substandard IBM legacy applications and software  Slow moving bureaucracy and low employee morale even among veteran IBMers  Executives > Shareholders > Clients > Employees...",IBM
Global Process Leader,1.0,2013-12-31,"Current employee, more than 8 years","I worked for 8+ years in IBM's outsourcing business, and I marvel at the fact that the company even makes money at all.  Management is so far removed from daytoday operations that they cannot direct the outcomes the business needs.  It is the worst possible choice for young people to develop a career.  It is best for the old, outoftouch people that remain ... at least until they retire.  It is a disaster for investors.","They cut costs at every turn without regard for the consequences.  They do not invest in opportunities, but rather convince clients to pay for First Of A Kind FOAK products and services, then are surprised when it doesn't work and the clients are not happy.  What a joke.",IBM
User Experience Design,4.0,2014-02-03,"Current employee, more than 10 years","Complete autonomy, if you have the right manager your job is your own and they are there to help and facilitate your career. Excellent work life balance. You also have the opportunity to work with a lot of different teams and projects. New focus on design at a corporate level.","The global workforce makes finding workable meeting times. Not as many small benefits as other companies, especially in the SF Bay Area. The wrong manager can derail your career. A lot of tenured colleagues can hinder progress to modern updates.",IBM
Consultant- Consulting By Degrees,2.0,2014-08-29,Current employee,"Big, wellknown company that looks impressive on a resume Salary the pay is decent not great and a signing bonus is bigger than other companies' bonuses Easy to leave it's a well known company, so a lot of my peers had no trouble finding new jobs when they wanted to leave and most of us were approached by a few recruiters based on the company name alone","Work The work given to CbD consultants is often boring, administrative office work.  For example, a project used eight CbDers to update whiteboards and type PDFs to word documents and other similar tasks.  The work was uninteresting and required almost no brainpower.  I felt like I learned very little.    Career growth/learning opportunities The program boasts about lots of learning opportunities, but these amount to videos about how to dress and act in the workplace, not actual learning.  New hires get a ""buddy"" as a mentor. The buddy is just another CbDer who is required to send several form emails and chats per year.  The mentoring is not with a person you will meet or interact with regularly.    Ability to try new things:  For growing your career by moving projects, good luck.  Projects often are contracts based on number of people, so they don't care who you are or what you do at your desk as long as you clock in and out so the client pays for you.  Projects will not let you leave to move to new projects, no matter what the CbD program advertises.  If you are thinking you can innovate and work on strategy projects, think again.  That's a joke.  Management In CbD, your manager manages a hundred other people in the same program.  You will talk to her twice a year and be evaluated by her everyone pretty much gets the same rating no matter how good or bad your performance is.  Managers are supposed to be allies who help advance your career.  They mainly seemed to care about numbers how many people do I have, how many are on projects any projects, does not matter what they do on those projects  CbD advertises like it's a strategy or at least management consulting job.  It's not.  It's basic technology implementation.  You will spend a lot of time bored doing nothing but working long hours bc you need to clock in and out.",IBM
Level Ii Support,3.0,2014-11-18,"Former employee, more than 5 years",There are a lot of nice people to work with and opportunities to learn and take leadership/responsibility. Relatively good job security unless you are in the hardware / storage side of the business..,"Even with multiple years in a row of '1' PBC performances, salary raises are incredibly limited. Typically 12% a year would be 'great' year. This is coming from someone who put in 5060 hours a week. Teams and entire groups make it extremely difficult to move laterally within the company because they have such a hard time back filling positions getting open reqs.  Get used to having a used old laptop and then having to hold on to it for 4 years before an upgrade. Basically ""BYOD"" is mandatory if you care about your equipment. The security / process is ridiculous.. easily spend 20% of your time just doing that stuff.  There are too many people who were acquired and have great salaries.. there is just no incentive for them to work hard. For example, in the same job role, there could be one guy making $150k, and another making $75k for the same job. The guy at $150k has no incentive to work hard because they are capped at their band level and are unlikely to make more money. The other guy at $75k also has no incentive to work hard because even if they are an allstar, they will get maybe a 1% raise if they are lucky.  I can't even count the number of people that work remote that just stay in ""meeting mode"" all day. You know perfectly well they are just making themselves look busy.. ridiculous. Get them back into the office and productivity would likely crease 2x.",IBM
It Service Delivery/Availability Lead,3.0,2015-09-03,"Former employee, more than 5 years",This company is an industry leader with great ties to the community and ample growth opportunities. Many employees have been with the company over 20 years.,It seems that the company is now ran by accountants and therefore the focus on customers and employees  people has been lost. Decisions are constantly made with the major focus on the shareholders. The stability factor has been lost.,IBM
Client Executive (Account Manager),4.0,2016-12-13,"Current employee, more than 10 years",Ethical dealings with clients.  They really put the customer first.  Excellent opportunities to switch around in jobs and careers as well as geographies.,These days it is all about the numbers.  What have you done for me lately.  I've seen some great people ushered out because of a bad client spending year.  Or a year after exceptional client spending that cannot be matched the following year.  Loyalty to the employee is much more limited than it used to be.,IBM
Regional Strategic Account Manager,4.0,2018-06-04,"Current employee, more than 1 year",My manager helped with the overwhelming issue of every large company by introducing me to the stakeholders. Love my team and the wonderful options to move within the company.  A lot of options to continue education and work with others on projects.,"Decisions are made at a level that do not know the impact it will have. Some managers will hold good people back so they can keep good employees with them. Layoffs are many and sometimes they are not based off of performance, more political.",IBM
Executive Briefing Consultant,4.0,2016-08-24,"Former employee, more than 10 years",The people and relationships I built in the company were and still are amazing.  With such a large corporation there are countless possibilities and with the right maneuvering it's possible to have a diverse and long career.  The company is currently in process of redefining itself which could mean great things for the future.,"The Core Values of the company are top notch, however, not often implemented or experienced by the everyday employee.  Raises, growth driven profit and numerous other perks have been dwindling for years.",IBM
Inside Sales Representative Software Renewals,3.0,2022-08-01,"Current employee, more than 10 years","Worklife ballance is good as you can "" go at your pace to close renewals. Also , a large volume of Opportunities are Auto renewal and no touch.",countless non renewal requests come in on a daily basis from many areaa that have little to do with closing the renewal. hampering a rep from getting through their To do's for the day. Often felt like a billing specialist vs Renewal rep. I was also assigned 5 times the Number of accounts I anticipated.,IBM
Sap Technical Consultant,1.0,2008-06-11,Former employee,"A great place if you want to telecommute, their virtual services are second to none.",Management is just plain incompetent at all levels.  You'll never get a decent raise.  They expect you to work 80 hour weeks in most cases. You'll get no respect from any level of management and in many cases clients are so fed up with IBM that they are just waiting for their SLAs to expire and then they go with someone else.  I've seen it happen over 8 times in the last 5 years.  It is absolutely appalling.,IBM
Advisory Systems Management Integration Professional,1.0,2015-06-15,Current employee,"I've worked for IBM for 13 years.  When I started it was a good place to work, good benefits, good training, but that's changed over the years.  I can't remember the last time I got any real training.  I guess the benefits are still reasonably good compared to what other companies have.","If you're in Strategic Outsourcing, good luck to you, but you have to see what's been happening, as more and more people are laid off.  Like I mentioned above, the training which was one of the best things about this job has totally dried up.  So now you have below average pay to go along with no training, and no opportunities to really move up in the company either.",IBM
Software Product Designer,2.0,2016-02-01,"Former employee, more than 1 year"," Good benefits health insurance, 401k, discounts on rental cars and electronics This is a pro and a con, but honestly you can get by without doing much. Often people would ""Work from home"" but really not do anything and no one cares  Interesting and complex problems for a designer to solve  Good continuing education for a designer with the speakers and enrichment they have.  More responsibility than the average entry level position due to the designers being spread thin.  Great Peers! You fellow designers are smart, passionate, and driven. They are literally the only thing that keeps you from crying every day.  Some of the higher up staff are great, inspiring, UX professionals. It was awesome to meet and work with them. Some less so.  Do you want to improve as a designer or learn politics? I learned more politics than anything here and I was glad to learn, but it was tough."," If you work really hard, put in extra hours, and do your best work but no one notices or cares, did you really do well? It's hard to feel like you are valued and appreciated when the only way to get recognized or heard is to threaten to quit. As a designer right out of school I wanted to put in the work to make the best experience for our users, but despite almost 2 years worth of work I left each day feeling like a cog in a huge machine. What would it matter if I left? Nope. The development and product management organization aren't ready to work with designers. I had instances where the developer leadership flat out wouldn't build our designs. What a waste of time.  You'll move up in the organization if you are on the right project at the right time and have the right manager to fight for your promotion. I was told before I took the job that I would be able to move up quickly. I couldn't wait any longer. My manager would forget to give me feedback to be able to improve and rise in the organization. If I wasn't doing well enough to be promoted, please tell me why and what I can do to get better! Picture this: You are at the entry level of a job and you are tasked with convincing your entire project teamincluding people who have been at IBM for 2030 years that they need to give you extra time to design so you can change things and make an awesome product. As you fight this fight you aren't recognized, promoted to a position of power within the group or anything. All you get is told that you need to do better and that it's your job to turn things around. If you bring up the problems to your superiors they can't or won't do anything so you are forced to continue working on a project that doesn't want to leverage your expertise, doesn't respect you or what you do, and can easily do whatever they want because they are in an office in another state or country. Even if you make headway you're not recognized for the work that is 23 levels above your pay grade.  At least when I worked there, the recruitment setup had major problems. People watching portfolio reviews would all be chatting with each other and laughing about the candidate presenting or about something else entirely. Both are unacceptable. When I brought up the unprofessional nature of this I heard nothing but excuses and that it was my problem that I didn't like it. Every candidate deserves respect, but the talent staff didn't seem to agree.",IBM
Senior Watson Health Consultant,3.0,2017-05-30,"Current employee, more than 3 years", Many different industries and jobs to get exposed to  Many people to network with  Growth potential  Easy to get by with minimal effort," Its a large company and you won't feel appreciated, instead more like a number  You might get on a long term project that you are not passionate about and can become stuck  Its annoying that you have to quit and come back to make what you want.",IBM
Accelerated Value,2.0,2019-01-25,"Former employee, more than 10 years",Have a good vision and strategy.,Looks at data on papers and for short term. Not a comprehensive and strategic approach in maitaining clients or talent. No job security. It does not matter how long you've served the company at the end you are just a number. I guess that applies to all big corporate America companies.,IBM
Chief Technology Officer - Gbs Global Quality,5.0,2019-08-15,"Current employee, more than 10 years","I have come to IBM as an intern in Research, and have worked on long term client engagements and been on 3 international assignments.  I have enjoyed the opportunities to expand my skill and to work with IBMers from every Geo.  The latter has been one of my best experiences. Today I continue to work in a Global role and I'm still as excited meeting and collaborating wit IBMers from all parts of the Globe",There are some places I do not wish to go at certain times,IBM
Vice President Human Resources,5.0,2022-10-03,"Current employee, more than 10 years","Global opportunities to develop a life long career. If you want to be part of a company that can give the opportunity to work with the smarter people in the world, work and/or live in amazing places, do jobs that can transform clients' businesses to make them grow, and challenge yourself and learn something new every single day, this is the place to be!","Not cons, but a reality. As a technology company, change is a constant, so you need to be always willing to adapt to change and constantly learn.",IBM
Mba Intern,4.0,2008-06-11,Current employee,"Flex schedules, name recognition, and global opportunities.  IBM allows employees to work remotely if they so desire, which is hugely beneficial especially with gas closing in on $5/gallon.  It is one of the most recognizable brands in the world, and is a definite resume builder.  Finally, IBM has offices in just about every major market around the world, allowing employees a huge array of geographic work possibilities.","Massive corporation, with all the benefits and drawbacks that come with it.  It can be difficult to work in some situations with so many coworkers working remotely.",IBM
Lead Graphic Designer,4.0,2008-06-17,Current employee,"In my particular location, and it is definitely not the same throughout IBM, I am able to work on a great variance of projects.  And If I need time off its not even questioned however that is because of the work I produce","The hours are long, there are very high expectations that are sometimes unrealistic and bonus's and definitely not on the  high end and compensation is average.",IBM
Territory Sales Manager,3.0,2008-06-17,Current employee,"IBM has a lot of neat products, exciting innovators, and fantastic teams. We get to be on the bleeding edge of innovation every day. Things evolve quickly, and the pace is exhiliarting. We have many wonderful benefits options, 401k, discounted stock, pension, lots of days off, and many team outings. It's very family friendly, and management encourages us to get personally involved in our communities.","Bureacracy, redtape. Inability to change. Pay. Our commissions system is completely messed up. It's embarassing how wrong our data is. We spend as much time adhering to process as we do to actually selling to customers.",IBM
Sales Specialist New England Region,2.0,2009-10-15,Current employee,IBM has some great technology and very solid rank and file employees.  Overall  benefits are good but are constantly being reduced.,"Below average salary and pay increases.   Excessive management oversight with very little value from them.   Very little actual control over success,  you can work like a beast and be fired without cause.   Very discouraging negative environment.    Most strong sales and marketing persons leave to make more money and not deal with the lack of respect by management.",IBM
"Performance Marketing, Senior Consultant",2.0,2017-05-05,"Former employee, more than 3 years",Get exposed to a lot of different elements of business right away Lots of different people to learn from Opportunities to get into new fields with little experience,No Career path clarity Poor managers giving little guidance Undervalue their employees Consistently misuse talent for shortsighted goals without considering the long run The company is still trying to reinvent themselves,IBM
Mobile Automation Engineer,3.0,2021-04-11,"Current employee, less than 1 year",My team is fantastic and so is my manager I love the environment and the flexibility that my manager has. He doesn't lord over anyone and as long as you do your work and strive to learn and grow then there is any issues.,"IBM itself as a company is a bit of a problem, things are slow and I guess it's still in a transitional phase but it's been in that way for a while even before I got there. IBM has a lot of catching up it needs to do if it wants to still remain competitive within the tech industry.",IBM
Technology Partner Architect,5.0,2021-10-21,"Current employee, more than 3 years",The upside from both career development and compensation is very good. Fantastic support for continuing education and moving into new roles. You will learn a ton  both on technology and business.,"It's a big, complex company, with lots of bloat in middle management. This is not unique to IBM and while the company is in the midst of major transformations, there are still tons of people ""hiding"" in the complexity. You will work, a lot. Hours can be over 80+ per week under certain circumstances.",IBM
Senior Software Engineer/Team Lead,5.0,2022-10-13,"Current employee, more than 5 years",I feel valued as part of my team and my manager always finds new opportunities for me to grow based on my goals. I never feel stuck or bored  I continue to learn even as my role has become more senior. Work/life balance is great.,Often feel pressured to produce results in a small amount of time with last minute changes  can increase stress on the job.,IBM
Full Time Entry Level Developer Position,5.0,2022-11-17,"Current employee, more than 1 year","Plenty of freedom, no one ever really bothers you. If you can make your closest boss happy and can sustain your work/life balance while entirely on your own then it's for you.","Some people can't balance the freedom, and you go back on the job market when looking for new projects. It can be aggravating for a new developer in the industry when you're constantly being asked to work on Salesforce when it's not what you wanna do.",IBM
Remote Support Focal,4.0,2008-08-22,Current employee,"Great for someone that wants to get their foot in the door at a young age and possibly embark on a career path.  Being one of the largest technologies company in the world means good benefits, ample vacation time, and if you choose to ever leave, IBM looks great on a resume.","It's not really a downside of working at IBM in particular, but corporate America in general.  All large corporations tend to micromanage and plan for future contracts poorly, letting the lower rungs of support staff deal with the problems created due to poor planning and incompetent project managers, etc.",IBM
Senior Business Controls Advisor,4.0,2009-01-14,Current employee,Work life balance is respected at IBM!  There are unlimited opportunities for gaining valuable work experience.  IBM is such a big company that you can change your career and still work at IBM!  IBM supports teamwork and collaboration across within and across business units.  Overall it is a gret place to work!,If you don't negotiate a high salary when you get hired you will struggle for the rest of your carreer.  There are constant budget constraints that limit salary increases  and bonuses even when you get a high performance rating.,IBM
Market Intelligence Professional,4.0,2009-03-24,Current employee,"The Name is huge, and there are lots of smart people who are also decent human beings.","The brand name is the only reason that I selected some areas of satisfaction in this poll, because IBM will help my career growth when I decide to use the brand name to land something much better outside the company. It's pathetic how they bring in talented people, train them, and then stupidly lose them because compensation is subpar for the level or work and workload, and management is out of touch and arrogant. Great strategy  spend money to hire and train and then let other companies reap the benefits. It seems like the really good people leave unless they become someone's pet and find a political loophole to career advancement. The good ones who stay probably do it for family reasons due to workplace flexibility, or don't want to take a risk... IBM should be one of the most sought after companies to work for, but it's just a place to build a great resume for 25 years and move on for anyone with career ambitions.   I haven't worked outside of Market Insights, but from what I hear, this is supposed to be one of the best places to work. Maybe it is by IBM standards, but not by what you would expect. There are way too many politics. Management doesn't even take the time to get to know employees or take an active part in developing them. It's all passive. The employee has to initiate everything career talk, mentorship, and even just basic learning about how to do the job. You only interact with the first line managers even though the executives make the decisions. If you get a few minutes with them, they act like God. It's an outdated style in today's world. It sounds nice to say that employees should manage their own careers, but there's way too much workload and secrecy to cut through. Most of my senior colleagues tell me that if you want to advance, it's more about wasting working time to put on shows and kiss executive ass than about the quality of the work. Doesn't sound like a lot of fun when you can just leverage the name for 50100% higher salary and a better title... The thing is that management could avoid that by just respecting and fairly compensating employees when they have the chance, but that makes too much sense.",IBM
Service Request Coordinator,1.0,2013-02-28,"Former employee, less than 1 year",They hire with litle to  no experience in many positions. Prior experience is no necessary. Always positions open.,Most have not had a raise in years. A lot of behind the scenses job band and title manipulation with no communication to the employee. No logical path to promotions.  No ergonomic concerns. Tools inhibit prodicutivity. Computers and software are dated. Management are not here for the long term so no local loyalty. What morale?  Management makes no attempt to remedy any issues  they have their own goals and it would not include employee retention.,IBM
Uat Analyst,4.0,2014-08-21,"Current employee, more than 3 years","4 weeks vacation 3 weeks plus 6 personal days Depending upon the job, worklife balance can be good Opportunities to work from home are higher than other businesses",Compensation could be more competitive Bonus structure makes it difficult to get a significant bonus unless you are a top producer in your band/group Only get 6 holidays off each year other 6 are given to you as personal days,IBM
Storage Specialist,2.0,2009-01-05,Current employee,"Big company with many different opportunities to expand your skill set.  Still a lot of high quality people in the organization, especially our technical resources.  Benefits are decent, not great.  IBM will spend time educating new comers to the business, while so many others don't.","Big company with lots of internal paperwork, we are slow moving still.  The selling skils of our client teams has diminshed greatly over the past twenty years as we have failed to keep our salaries competitive with the industry.  You won't make a great income, and you will be ground into the ground",IBM
Vice President Channels & Strategic Partners,2.0,2014-10-10,"Former employee, more than 3 years","Prior to acquisition by IBM, I was  with an 70 person company that you were expected to and able to wear many hats, make strategic decisions and make things happen with out the politics and bureaucracy of larger technology organization.","When IBM acquired our company we became challenged with the politics and bureaucracy of the multi Billion dollar company.  Great, highly experienced, super smart people at IBM, but there was little room for the leadership personnel being acquired to fit into the greater IBM organization",IBM
Procurement Category Manager,1.0,2015-05-25,"Former employee, more than 10 years","Great Coworkers, very talented. Work from home is encourages, most of the time.","Benefits and pay sucks, constant layoffs. I started in 1984, and it was the best place to work, now one of the worst. Morale is horrible, and management does not care. no chance of upward mobility, Clueless management, except for a 1st level once in a while. Right now you have entry level kids, and grey beards with 20++++ years. When they leave there will be no skills or expertise left. IBM can't fulfill commitments now with lack of talent.",IBM
It Specialist/Technical Sales,2.0,2016-11-01,"Former employee, more than 10 years",Good people to work with.  Most of the people at IBM really do try to do the right thing for their customers.  The amount of talent is ofter amazing.,"Too large, hard to get the right things done.  Reluctant to change.  Although there is a lot of talent to work with the internal processes make it hard to get things done.",IBM
Sales Management Advisor,1.0,2017-05-10,"Current employee, more than 10 years",Can work from home although that is ending for most people.,"Corporate management cares only with enriching themselves.  Revenue shrinking continually for the past 5 years.  Massive layoffs are a regular thing now.  Experienced, talented employees are no longer valued and are being replaced with younger, cheaper and less talented people at an alarming rate.  CEO talks about hiring 25,000 people in the US, but MANY more than that are being laid off.  Corporate management is dishonest about the overall state of the company.  Morale is terrible.  No pay raises for the past 5+ years.  No promotion opportunities.",IBM
