Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
User Experience Consultant,4.0,2023-04-01,"Former employee, more than 3 years","Direct management was really great, the work wasn't intense and the work/life balance was actually pretty decent. Benefits were extensive. Work was largely selfdriven. Got to work on some cutting edge projects",Upper level management is in constant turmoil and didn't understand what ux was for. Did a lot of powerpoint cleanup and business evaluation. Internal billing system is a nightmare and I spent a lot of time on admin. Internal promotions were rare and raises were hard to argue for.,MicroSoft
Solution Assement Specialist,5.0,2023-08-23,"Current employee, more than 5 years","Excellent Compensation, Health Benefits, Time off.",Sometimes due to business needs you might experience layoffs.,MicroSoft
Senior Security Service Engineer,4.0,2023-07-19,"Former employee, more than 5 years",Good work/life balance Decent pay,Layoffs are common Leadership is lacking at lower levels Performance rating system is cumbersome to employees and managers,MicroSoft
Junior Software Developer,1.0,2023-11-13,Current employee,Good environmental benefits and bealth,Very influential girls around bosisng,MicroSoft
Acg,4.0,2023-08-17,"Current employee, more than 3 years",Pretty good tobgood. Some good people,Not enough good people. Would like more good people,MicroSoft
Technical Project Manager,4.0,2023-08-19,"Current employee, more than 3 years", Compensation  Benefits  People, Culture depending on organization,MicroSoft
Education Sales Associate,3.0,2023-07-09,Former employee,"Benefits, tech industry insights, remote work friendly, and brand recognition.","High sales goals expectations, micromanagement, and few opportunities for career growth. Prioritized sales over individual wellbeing.",MicroSoft
Software Engineerii,4.0,2023-04-04,"Current employee, more than 3 years",decent work life balance good culture good management good business outlook nice colleagues good opportunities for leadership and impact good benefits good lateral mobility opportunities,"easy to get stuck doing work that doesn't interest you mandatory oncall shifts are a nuisance work grows boring and repetitive, and often not that challenging work doesn't feel meaningfulI'm working on business apps, meh slow and prescriptive promotion path",MicroSoft
Analytics Consultant,5.0,2023-08-17,Current employee,Work life balance and culture is great,Tough conditions lead to layoff worries,MicroSoft
Data Scentist,4.0,2023-08-21,Current employee,Good work life balance and great people,Career growth Relatively lower compensation,MicroSoft
Ers Senior Consultant,5.0,2023-08-25,"Current employee, more than 3 years",Great ppl and pay! Love it,Nothing that I can think of,MicroSoft
Enterprise Support Specialist,4.0,2023-08-14,Current employee,Pay and Benefits are good,work life balance can get out of wack with heavy workloads,MicroSoft
Smb Manager,4.0,2023-08-14,"Current employee, more than 1 year","Great place to work, Great Culture",Be aware of Consistent layoffs.,MicroSoft
Game Developer,5.0,2023-08-18,Former employee,They pay a lot of money,There are no cons in my opinion,MicroSoft
Sr Director Product Management,5.0,2023-07-27,"Current employee, more than 1 year",Great on caring for employees,"Work can get a bit too much at times, but that's true for any other organization as well.",MicroSoft
Principal Director Of Program Management,5.0,2023-05-02,"Former employee, more than 10 years","Great culture, smartest people provided you're working on a mainline solution.",Massive cuts but no one in senior leadership took a pay cut despite massive overhiring. Teams were cut functionally.,MicroSoft
Corp Sales Acct Manager (Csam),4.0,2023-08-30,Current employee,work life balance is decent,Hard to be promoted upward,MicroSoft
Director Of Marketing,5.0,2023-07-08,Former employee,Super impressed and excited to have Satya driving the bus ar Microsoft. Serious person for a big job.,None  every day is ship day!,MicroSoft
Senior Privacy Compliance Advisor,4.0,2023-04-21,Current employee,My team was the best. My manager was to die for. I can only hope my next role has such a great group surrounding it.,Nontransparent layoff procedures. Not awesome.,MicroSoft
Identity And Access Management Engineer,4.0,2023-07-21,"Current employee, more than 1 year","Training opportunities, Mentor/Mentee, Fantastic place to network",Poor work life balance ratio,MicroSoft
Principle Product Manager,1.0,2023-09-23,Former employee,"Notthing, we’ll if you force me then medical insurance",Politics Uninspiring leaders who cared for themselves alone,MicroSoft
Sr Marketing Manager,4.0,2023-06-14,Current employee,A global company with good benefits and good products.,A stressful place to work. While it is trying to improve its work culture it is still stuck in the past with a lot of individualist coworkers.,MicroSoft
Assistant It Manager,5.0,2023-08-23,Former employee,Excellent work atmosphere. Nice management,No cons everything was great,MicroSoft
Customer Sucess Account Manager,5.0,2023-06-15,"Current employee, more than 1 year",Great teammates who care for you and great benefits,no merit increase yet more and more work. MSFT support also somehow is getting worse every day which results in ruined relationships with us,MicroSoft
Critical Environment Technician Atr-C,4.0,2023-07-30,Current employee,The people are hard workers and friendly.,They advise you not to discuss pay with coworkers for a reason,MicroSoft
It Program Manager,4.0,2023-08-15,Former employee,"Latest tech, world wide reach",Workload and hours can be excessive,MicroSoft
Software Test Architect,4.0,2023-07-15,Former employee,"Smart colleagues, excellent facilities, great challenges to work on",Too many legacy managers who focus on politics more than getting stuff done,MicroSoft
Human Resources Director,5.0,2023-08-08,Current employee,Culture Respected CEO Tons of opportunities,"Large, heavily matrixed organization. Can be overwhelming.",MicroSoft
Fw Engineer,5.0,2023-07-31,Former employee,Great place to work for,Limited understanding of the project. I heard device teams impacted recently,MicroSoft
Sweeper,1.0,2023-10-08,Current employee,The house is big and has lots of space,Five word five words. They have to do it,MicroSoft
Warehouse Worker,5.0,2023-08-10,Current employee,this a very flexible job,there is no cons here,MicroSoft
Producr Manager,4.0,2023-07-25,Current employee,"Decent pay, decent WLB culture",WLB is not always great. Some team members are hard to work with.,MicroSoft
Collateral Analyst,5.0,2023-07-18,Current employee,Very happy here love it,N/a nice snacks in the office… not it you’re gluten free,MicroSoft
Business Growth Strategist,4.0,2023-07-20,"Current employee, more than 3 years",liked working there wish i could go back,managers were a little bit much at times but overall no complaints,MicroSoft
Prinicple Software Engineer,5.0,2023-07-22,"Former employee, more than 8 years","Great vision, did the right things in cloud and AI.",Total package of compensation was not competive.,MicroSoft
Firmware Development Engineer,3.0,2023-07-13,Current employee,Cloud work is leading edge Talented coworkers,Company is making record profits but treating employees worse every year,MicroSoft
Azure Engineer,5.0,2023-07-19,"Current employee, more than 1 year","Great company Culture, management, compensation",Not that I can think of,MicroSoft
Quality Engineer,4.0,2023-07-27,"Former employee, more than 3 years",Lots of challenges and great teammates.,Big tech is imploding and job loss is inevitable.,MicroSoft
Edu Account Manager,5.0,2023-07-13,"Former employee, more than 1 year","Benefits, flexibility, constant personal growth and community",Pay is okay wish it was a bit better,MicroSoft
Sr. Customer Success Manager,4.0,2023-06-16,"Former employee, more than 1 year",Great benefits and people were super nice.,Hard to navigate who's who. Direct Management doesn't really manage employees.,MicroSoft
Sw-Engineer,4.0,2023-05-21,"Former employee, more than 5 years",work culture is good and the leadership team listens to the engineers feedback,since it a big organization there might be delay in aligning with priorities,MicroSoft
Lead Product Manager,4.0,2023-05-16,"Former employee, more than 3 years",Working with great people Great benefits perks and salary Can be part of making products that help millions/billions of people,Can be too topdown Some people are not the right fit at their positions hopping around inside the company,MicroSoft
Director Of Training And Development,4.0,2023-07-24,Former employee,Great company vision. Challenging work. Decent benefits.,Highly political at the L65 and above level.,MicroSoft
Engineering Service Engineer Ii,3.0,2023-04-11,"Former employee, more than 5 years","Microsoft's benefits are fantastic, hard to find another company who has better.","Tells employees they're committed to providing better worklife balances, but doesn't does anything helpful to ensure that's achievable, and instead to provides tight deadlines and unreal expectations. Environment is extremely toxic due to terrible internal corporate politics. Difficult to trust coworkers and management.",MicroSoft
Senior Cloud Solution Architect/Engineer,4.0,2023-07-26,"Current employee, more than 8 years","good vision, continuous change, rapidly evolving",slow growth for career outside US,MicroSoft
Smc Account Manager,5.0,2023-06-01,Former employee,"Honestly can’t say enough how much I loved working at Microsoft, from the people to the training to the clients. All incredible",I don’t have any I can think of other than sometimes hours are long,MicroSoft
Industry Manager,4.0,2023-07-22,"Former employee, more than 3 years","Satya CEO is phenomenal, great leadership and vision",Shifting sales targets sometimes challenging to attain,MicroSoft
Principal Group Engineering Manager,5.0,2023-07-29,Current employee,Company values and type of work,Stock refreshers are too low,MicroSoft
Hr Assistant,5.0,2023-03-28,Former employee,"This was by far one of the best job experience due to the people I worked with and got to learn from. Unlike my past roles, I found a team in Microsoft that fed on collaboration, had a willingness to learn and showed up for each other. Microsoft is known for their work culture for a reason!",I do not have any cons,MicroSoft
Senior Sales Manager,5.0,2023-07-12,"Former employee, more than 8 years",Company culture and technology make me proud of.,Too many office political when you go higher level.,MicroSoft
Sr Technical Consultant,4.0,2023-07-10,"Current employee, more than 1 year",Great pay/benefits and the overall atmosphere of the organization,Will cut programs and people without hesitation and reservation,MicroSoft
Direct Sales Associate Smb,5.0,2023-07-25,Current employee,Benefits pay people work life balance,Nothing to speak of now,MicroSoft
Senior Services Engineer,4.0,2023-07-05,"Former employee, less than 1 year","Very smart people, lots of resources, great pay and benefits.","Too many layers of management, so slow",MicroSoft
Software Engineer-Ii,5.0,2023-06-29,"Current employee, more than 3 years",Great people and culture. A fantastic company to learn and grow.,Doesn't seem to pay as much as other companies.,MicroSoft
Software Enginerer,4.0,2023-07-23,Former employee,a good place to grow,lots of experience is necessary,MicroSoft
Training Manager,5.0,2023-07-20,"Former employee, more than 8 years",Definitely a great company culture,Not enough team members to share workload,MicroSoft
Program Management,3.0,2023-05-05,"Current employee, more than 3 years","Talented, friendly people in the lower levels Work life balance",Few career growth opportunities Very Finance and HRdriven,MicroSoft
Regional Program Manager,4.0,2023-06-19,"Current employee, more than 5 years",Great WLB once you get out of FrontLine Ops.,Pay issues within the company if you work your way up.,MicroSoft
Technical Evangelist,5.0,2023-07-11,"Former employee, more than 5 years",Lots of opportunity for exposure and partner engagement.,Lots of travel can be a grind,MicroSoft
Ops Manager,3.0,2023-07-17,"Former employee, more than 10 years",Worklife balance Good income Training,No réal career dev Incompetence of some managers,MicroSoft
Director Partner Programs,5.0,2023-05-17,"Former employee, more than 10 years","A lot of focus on wellbeing, values and innovation. Challenging environment with lots of opportunities to learn and grow.",Might have opportunity to streamline processes and improve internal tools.,MicroSoft
Explore Internship Program,5.0,2023-05-19,"Current employee, less than 1 year",Culture is great! Good pay Great benefits Challenging goals,Sometimes the culture can change quite a bit depending on the team,MicroSoft
Senior Physical Design Engineer,2.0,2023-07-25,Current employee,Good work culture. Balance lifestyle,Low salaries and lot of training,MicroSoft
Marketing Technology Manager,3.0,2023-03-23,"Former employee, more than 8 years",Fastpaced Great benefits Travel Good salary potential,Cut throat Everyone is out for themselves,MicroSoft
Data Science,5.0,2023-06-25,Current employee,WLB and tech colleagues are smart and good team work.,salary is very low compared to other big tech.,MicroSoft
Workforce Planning Manager,5.0,2023-06-28,Former employee,"People, culture, mission, benefits, opportunity to learn and grow",The pace is intense so be ready!,MicroSoft
Senior Cloud Architect,5.0,2023-05-24,Current employee,Culture is amazing. Work life balance is great. Plenty of movement,Comes from the pro. Difficult to navigate career trajectory. You can find it but you gotta put into effort of finding it.,MicroSoft
Technical Engineer,5.0,2023-06-29,"Current employee, more than 1 year",Best company to work with,"There are no downsides, it’s the best company to work",MicroSoft
Principal Hardware Engineer,1.0,2023-05-22,"Former employee, more than 3 years","Great if you like hearing about doing great things, but creating garbage.",Culture and ideology shoved in your face. Microsoft actually wants you to be someone else if you don't fit their overly woke culture. Older generation gets lost and forced into the in the 365 subscription planwhen you can just buy it,MicroSoft
Smb Sales,3.0,2023-07-13,Current employee,"Flexible work schedule, good work/life balance.",Not much support from upper management.,MicroSoft
Program Manager I,4.0,2023-06-07,Current employee," Good starting pay, benefits, relo bonus", Randomized to any team in company; no choice as a new grad,MicroSoft
Software Jockey,4.0,2023-06-29,Former employee,Good times and great pay are awesome,Bad times and bad pay are lame,MicroSoft
Capacity Planner,4.0,2023-05-15,"Current employee, more than 1 year","Great health insurance, good hybrid and remote flexibility, work life balance is good.","Pay not as high as other tech companies, not as many perks at the office.",MicroSoft
Sr Hr Business Manager,5.0,2023-04-03,"Current employee, less than 1 year", Brand is great to have on your resume  Great culture  Comp/benefits are amazing  Such a huge company they're so many opps to learn and raise your hand for different projects," Its size makes you feel like a ""cog in a machine""",MicroSoft
Game Tester,5.0,2023-06-21,Former employee,"it is great, amazing and also helps alot.",try to be more than what they are,MicroSoft
Pmo Analyst,5.0,2023-06-25,"Former employee, less than 1 year",the challenges and people are spectacular,nothing really it is really great,MicroSoft
Sde,5.0,2023-06-11,Current employee,"Nice work culture, depends on teams",Salary less compared to other companies offering same level of role,MicroSoft
Vp Of Engineering,5.0,2023-04-21,Former employee,Smart employees all around Transparent management One of the best places for tech careers Good work life balance Management truly cares for employees,Too big. Can be hard to get things done fast with so many divisions and layers of management.,MicroSoft
Product Marketing Manager - Security,3.0,2023-03-31,"Current employee, more than 3 years",Pay is good. Love that stocks are going up.,Too much operations. Leadership is heartless. They talk about transparency and being open to everyone but they do the complete opposite to employees,MicroSoft
Senior Data Developer,5.0,2023-06-01,Former employee,"Fastpaced and cutting edge, loved the growth",Would love to have designated gym time and creative freedom,MicroSoft
In- Person Expert,5.0,2023-06-21,Current employee,It's nice to drive to work,Going home past 5 is not easy,MicroSoft
Sse Ii,5.0,2023-06-13,Current employee,Work culture is best among the fortune 500 companies; Salary package,Sometime work pressure too much to sustain,MicroSoft
Entry Level Technical Recruter,5.0,2023-05-24,"Former employee, more than 3 years",Do not feel comfortable disclosing,The 2023 layoffs that impacted high,MicroSoft
Slaesperson,5.0,2023-06-30,Former employee,Good management and job growth,There are no cons n/a,MicroSoft
Customer Success Director,5.0,2023-06-20,"Current employee, more than 10 years","work life balance , opportunity for growth",bureaucratic large company polices in HR,MicroSoft
"Software Developers, Systems Software",5.0,2023-03-29,Current employee,Been cool to work down here share a lot of process projects been done with this company also wish to do more,Process of file and storage,MicroSoft
"Director, Account Technical Strategy",5.0,2023-06-04,Current employee,"Great CEO, excellent mgmt & culture. Best company I have been a part of!!",None that comes to mind to mention.,MicroSoft
Senior Category Manager,5.0,2023-04-12,"Former employee, more than 1 year","Microsoft has so many departments that it becomes a great place to bounce around and try different things! Plus, the mission statement is very motivating.","It's easy to feel like just a number, and like you don't have total control over your career.",MicroSoft
Csa Engineer,5.0,2023-06-13,Current employee,Very well balanced package for the amount of work,"Lost of changes, inconsistencies, and upkeep",MicroSoft
Senior Premier Field Engineer,4.0,2015-11-23,Current employee,"The pay and benefits are excellent.  There are some really smart, dedicated people working on fun projects.  There is some respect from nonMicrosoft colleagues for Microsoft employees.","Muddled, unaccountable, big middle management.   PFEs have an Account Manager as a person manager, and they work with TAMs and often other Project Managers, Architects, etc. in the course of their work.  I notice that Account Managers are often not only maladroit with respect to Microsoft technology, but technology in general.  And they often are really poor managers.  Microsoft has a 'connect' process that HR instituted to force managers and employees to talk several times a year.  Often, Account Managers view this as a checkbox, and it's symptomatic if their not putting much effort into managing people.   TAMs are supposed to be Technical Account Managers, but often they are neither technical nor managers.  You can't have a grownup conversation with TAMs, often, because they don't understand the technology.  They are supposed to be bridge between the customer and the technical PFEs, but I have seen a lot of slacker TAMs who actually just make PFEs life more difficult.  And I've heard customers say that they want the good work that PFEs do, but they don't want to pay for the exorbitant associated costs of having to also pay for ADMs, TAMS, etc. etc. Career advancement within various fiefdoms is not based on technical merit or utilization or even how valuable you are to your customer, but based on 'go along to get along' mentality and kissing up to management.",MicroSoft
Spm,5.0,2023-06-06,Current employee,"Worklife balance, culture, work ethics, leadership is great",Not that I know of at the moment,MicroSoft
St Technical Specialist,5.0,2023-05-11,"Current employee, more than 1 year",The people. The company cares about you.,"Big companies have to react at a big scale to economic pressures, so there can be a boom/bust cycle",MicroSoft
Principal Director,4.0,2023-04-13,Current employee,Lots of opportunities in Data and AI,Lack of collaboration and delivery of value context for customers is blurred by a desire for profits first.,MicroSoft
Marketer,5.0,2023-06-19,Former employee,good colleagues within the team,"hours can go crazy, just be prepared",MicroSoft
Sr Partner Manager,5.0,2023-06-21,Current employee,Great name recognition. Tech leader.,"Bureaucratic, impersonal, overly process driven",MicroSoft
Chief Marketing Officer (Cmo),4.0,2023-05-24,Current employee,Lots of people who are driven to do excellent work and build great products.,Agro competitive culture that nurtures an oldboys network.,MicroSoft
Associate Game Producer,4.0,2023-03-03,"Former employee, more than 5 years","Big company, big budgets, worked for major game title","Came in at associate level, expected to already know and have 35+ years of game production experience and able to own full production area end to end. This doesn’t align with corporate role description as they were expected to do the work of level 61/62 producers as level 59",MicroSoft
Area Sales Director,5.0,2023-01-26,"Current employee, more than 10 years","Microsoft is a very collaborative and people centric organization. Great effort is being made to foster creativity, allow diversity and operate with very high business ethics. The company overall is very well managed.",The cons are mostly centered around the fast growth experienced in the last couple of years with very little time to ramp new employees and gain the experience needed to operate in a complex environment.,MicroSoft
Enterprise Account Manger,5.0,2023-05-17,Current employee,laid back and easy to work,"managers unstability, manager change every 6 months and bad managers can make ur life hell. PIP culture.",MicroSoft
Senior Recruitment Manager,5.0,2023-06-11,Current employee,Microsoft is a Great place to work,No cons in my mind,MicroSoft
Principal Electrical Engineer,4.0,2023-06-08,Current employee,Cool tech and reasonable resourcing,Politics can get in the way of progress,MicroSoft
Dynamics Consultant,5.0,2023-05-19,Former employee,Loved the team I worked on. Microsoft Company is one of the best I have worked for,None  have no Cons to tell,MicroSoft
Sre Engineer,5.0,2023-06-05,Current employee,Relaxed. Freedom. Impactful work on team.,Not a lot of growth in company’s current state,MicroSoft
Sofetware Engineer,5.0,2023-06-15,Current employee,Meaningful work. Good worklife balance.,Pay a little bit low,MicroSoft
Senior Training Associate,3.0,2023-02-21,"Current employee, less than 1 year",Great benefits including 401K matching. The people on my team are great colleagues!,Recruiter not transparent in hiring process. I was not informed that my office would be 20+ miles from downtown Chicago. Members of the DSS organization do not receive the same benefits as other Microsoft employees. This distinction is also not made apparent in hiring process.,MicroSoft
"Senior Director, Software Engineering Management",5.0,2023-05-09,"Current employee, more than 5 years","Learning, growth and career progress are expectations.",Microsoft will take all of the time you will let it have.,MicroSoft
Eng Manager,5.0,2023-06-01,"Former employee, more than 10 years",Spent lot of years learning there. Had fun,Not many. It is fairly big though,MicroSoft
Director Of Product/Principal Product Manager,5.0,2023-05-15,Former employee,"Culture, Benefits, People, Values, Perks","Hiring is not very systemic, with each team having their own process and criteria.",MicroSoft
Business Strategy Analyst,3.0,2023-05-10,"Current employee, more than 3 years",The benefits and culture at Microsoft is great.,"Very matrixes and fragmented organization, but high makes it hard to understand who leads in what work.",MicroSoft
"Director, Risk & Compliance",5.0,2023-03-31,Current employee,"Innovative, global, major shift in culture to be value driven, the world's technology provider.","Almost half a century of hightech history and past reputation to contend with, even with recent and major shifts in culture and approach to markets.",MicroSoft
Principal Scientist,4.0,2023-05-30,Current employee,Aggressively pushing for market relevance,Multinational seeking to maximize profit masquerading as socially responsible,MicroSoft
Its Ops,1.0,2023-08-20,Current employee,Culture service team and salary,Hurracaines earthquake Luma and others issues.,MicroSoft
Sr. Security Engineer,5.0,2023-04-16,Current employee,"Great benefits and salary, one of the best in the industry",Depends on the team and organization; some teams have clear priorities that helps employees to plan and work on their career.,MicroSoft
Executive Compensation Consultant,5.0,2023-05-18,Current employee,So good yay so good oh yeah so good.,none no thank you none no thank you none.,MicroSoft
Premier Engineer,3.0,2023-05-07,"Former employee, more than 10 years",Work with the best and the brightest Compensation is descent Benefits are good,"Questionable middle management decisions Tough to get promoted, very limited success avenues",MicroSoft
Staff Engineer,5.0,2023-05-31,Current employee,Everything is pros in MS,no cons as far as me,MicroSoft
Sr. Software Developer/Analyst,5.0,2023-05-23,"Former employee, less than 1 year","Learnt a lot, in different areas.","Stressful, difficult to keep up.",MicroSoft
Lead Software Development Engineer,4.0,2023-05-16,Current employee,Improving culture. Good compensation. Hybrid work.,Not enough people for the ammount of work.,MicroSoft
Technical Qa,3.0,2023-05-27,"Former employee, more than 1 year",Good hours benefits flexible management,bonuses and raises are too low,MicroSoft
Sales Advisor,5.0,2023-03-27,"Former employee, more than 5 years","Great Culture, phenomenal benefits, and tons of growth potential","Like with any successful large compnay, they run lean and mean, so there is a steep learning curve and you have to be extremely flexible in adapting to changes",MicroSoft
Customer Support Engineer,2.0,2023-04-30,"Former employee, more than 5 years",Fantastic benefits with decent pay,Training is uncoordinated and haphazard,MicroSoft
Sr Customer Experience Program Manager,5.0,2023-05-20,"Current employee, more than 1 year","Great culture, Great rewards and benefits",Remote work policy ambiguous in some areas,MicroSoft
Visual Designer,4.0,2022-03-10,"Former employee, more than 8 years","Microsoft takes great care of their people, the benefits are some of the best in tech, you can take pretty much all the PTO you want regardless of what you're actually rewarded, the annual perks are really great and the bonus structure is generally pretty great without requiring you to boast or dump on your peers.","Zero, and I mean ZERO, structure around career growth. People spend years at MS being underleveled with no path to promotion, and completely subjective decisions because managers are overpowered in this department and actual impact has no effect on their decisions  it's a popularity contest, so if you're not you managers favorite, you're never getting promoted. It's relatively easy to move around to try and correct that but it can also set you back YEARS because your new team doesn't really care about the blood you spilled on the last product.Managers are just the best IC in the room and have zero actual management skills along with training that just requires them to FF a video and show no proof of competency. This is the biggest issue with Microsoft, they don't hire people that are good managers to be managers  being the best programmer or designer has NOTHING to do with being a good manager and they simply don't get that.",MicroSoft
Specialist Sales,3.0,2023-04-26,"Former employee, more than 1 year",It’s Microsoft. Well known brand and products.,"Very political, favoritism, rewards not based on performance.",MicroSoft
Senior Technology Specialist,5.0,2008-12-08,Current employee,"Microsoft offers some of the best benefits imaginable.  From totally free health insurance for the entire family, to generous time off.  After eight years at Microsoft, I received four weeks of vacation this year.  This year, my wife and I also had a baby.  I haven't paid a single penny in health care costs related to either the pregnancy or the labor/delivery and subsequent pediatric care.  No copay, no deductible, nothing.  Microsoft also offers infant care leave for mothers AND fathers.  As a new dad, I received an automatic four weeks paid leave.  Combined with my four weeks of vacation, I took two paid months off of work when my daughter was born.  You simply cannot beat these benefits.  Add to these benefits the 401k matching, Employee Stock Purchase Plan, Stock Awards and an incredible pay package and Microsoft simply cannot be beat!","Work, Work, Work!  I work extremely hard and work long hours to exceed my goals.  Oftentimes, there isn't much recognition.  Additionally, because MSFT is a huge company, there are way too many corporate rules and regulations to abide by and the bureaucratic nonsense oftentimes gets in the way of good performance.Distance to corporate is also a downside.  I work in the field and only make it to Seattle at most twice a year.  Everyone in Redmond lives in an ivory tower and the disconnect between the field and corporate is shocking  from a culture and a realistic perspective.",MicroSoft
Software Development Engineer In Test (Sdet) Ii,3.0,2015-07-10,Former employee,"I have joined as a L59 and left an L61.Big PROS are: if you're lucky having a good manager who can guide you up the career ladder and broaden your horizons smartass people. You CAN learn every day, if you want to learn. good compensation benefits until idiots who dialed 911 just for a simple scratch forced MS into introducing copayments for benefits."," idiot managers. there are still lots of living FOSSILS who are in management positions just because they've been there for 10+ years. All my last manager was doing is still trying to write a powerpoint presentation from time to time, organize weekly meetings, and most irritating reminding me to mark my time off whenever I was out. I asked her what to do when I debug stuff until midnight and she didn't know what to tell me.MS could fire half of its managers and there would not be a difference in engineering process/deliverables. ""russian rullette"" people mention online  you really don't know when you will be fired. Yes, you don't know WHEN, because they fire in such a way so that a pattern can not be established. the ""curve"". Not sure if it's still there, but having to find 5% of people to fire based on performance was a bit bad, given the strive to only hire the best. The result was dumber new hires than the people fired. after 6 years in the company the new hires were offered more than I had. Same level.",MicroSoft
Software Engineer Ic2,5.0,2023-02-17,"Former employee, more than 5 years",Really good benefits. Good worklife balance. Depending on the team you will be surrounded by a lot of smart organized people.,"On my first team, I wasn't given a lot of mentorship or guidance. Stunted my growth but on my second team I had good management and smart teammates.",MicroSoft
Technical Training Instructor,4.0,2023-01-09,Current employee,"Enjoyable work, and very high caliber colleagues. Great opportunities to move up and enhance your skills.","Culture is becoming toxic toward older adults, and there doesn't seem to be the will to address certain types of culture toxicity. There is an idea of what diversity is, and honestly, the idea can become very austere toward certain demographics. This is sometimes expressed even publicly inside of microsoft.",MicroSoft
Principal Program Manager Lead,3.0,2017-01-17,"Former employee, more than 10 years", Great compensation package & benefits Smart people Hard problems Ability to work on products that are used by 1B people,"1 Culture. Everyone is giving praise to the ""New Microsoft."" Satya can say all he wants that he's turning the place around and invests in people  but it's not entirely true. You have the same VPs running teams there and they continue to perpetuate favoritism and sexism. There is no safety at Microsoft. You may be okay in a role for a while, until there is a reorg. A new VP comes in and replaces all the leadership with people they know. That job you were waiting around for? Gone. It's given to someone the VP trusts.Culture is also about how we treat each other. Office politics happen when there is a lack of trust in the workplace. Teams are still competing with the each other for resources. Within teams, managers are playing games to protect their own feature areas and resources. With respect to compensation, it gets worse. While MSFT can say they got rid of the stack rank, it's the same budget for rewards. It's not possible to give everyone a max payout with the budget. This means the VP takes from everyone to give top rewards to a few key performers.2 If you ever join MSFT, good luck finding your next job. Many recruiters will question your ability to get anything done. There is definitely prejudice against MSFT employees in the valley.",MicroSoft
Senior Npi Program Manager,4.0,2023-05-04,"Former employee, more than 3 years","Good company overall, with excellent salaries, above average.",Do massive layoffs every two to three years.,MicroSoft
Broadcast Engineer,3.0,2023-05-24,Former employee,fun place to work at,management is poor and lazy,MicroSoft
Regional Business Manager,5.0,2023-05-13,Current employee,Great place to work and great culture,Work a lot of hours,MicroSoft
Senior Patent Agent,5.0,2023-05-03,Current employee,Great company and keep going to be better,more invest on innovation and AI filed,MicroSoft
"Sr. Director, Marketing And Communications",5.0,2023-03-01,"Current employee, more than 10 years",Incredible teams and opportunities to grow have impact and do your best work. Loved it!,"Nothing in particular, above and beyond other companies",MicroSoft
Executive Assistant (Contractor),5.0,2023-02-07,"Former employee, more than 1 year","Generous benefits and compensation for a contract position. I thoroughly enjoyed working with my team, and the culture was paramount. Plenty of time off and look forward to going back as soon as my 6 months is up!","None, I truly had the best experience.",MicroSoft
Front End Web Developer,5.0,2023-04-05,"Current employee, less than 1 year",Healthy and wealthy work location in that company,Many more need to branches opened any place...,MicroSoft
Tester,5.0,2023-05-04,Current employee,Seems all is ok and nice to work,I haven't found cons so far,MicroSoft
Technical Product Manger,2.0,2023-03-21,"Former employee, more than 1 year", Big Tech Big Name  Relatively good WLB, The whole reorg just messed up my whole org. Everyone is upset and confused and now project just a mess of everywhere,MicroSoft
Senior Development Engineer Lead,5.0,2008-06-05,Current employee,"I like that I am surrounded by some of the sharpest brains I have come across. I get stuck? Just walk into my neigbor's office and he'll brainstorm with me. Anytime. Doesn't matter he is 5 levels senior to me. I like that we are agile and anyone from the grassroots to senior manangement influences what we do. I like that Microsoft will bend the rules to ensure I'm happy. Best of all, I like our software diversity. Get bored with my current job? Heck, I can join any of the 1000 teams here waiting to grab me. Tomorrow.","The software diversity of Microsoft is a boon as well a curse, depending on how it influences you. With the 1000+ teams comes a 100 different cultures and working styles. Some are more processoriented due to the sheer magnitude of the project, some are like College environments  get it done by the deadline, doesn't matter how you do it. There's no way a company of this size can have something called a ""working culture"". As a newcomer, you might not like the culture of the team you join. However, on the upside, you have 100 different working cultures to choose from too!Oh, and yeah, there's no free lunch! Yet.",MicroSoft
Dsp Engineer,4.0,2023-05-12,Former employee,healthy colleagues in the company,work policy could be much better,MicroSoft
Receptionist/Administrative Assistant,5.0,2023-05-09,Former employee,Great hours for my schedule,Turn around was high for role,MicroSoft
Incident Response,5.0,2023-05-02,Current employee,Good work life balance and pay,Need to revamp hiring and talent retention,MicroSoft
Legal Staff,4.0,2023-03-13,"Former employee, more than 3 years",supportive colleagues great salary and benefits,limited opportunities for growth huge focus on productivity rather than doing job well,MicroSoft
Senior Materials Manager,5.0,2023-03-29,Current employee,great work life balance compared to peers,growth is very slow in Asia,MicroSoft
Principal It Service Operations Manager,3.0,2023-03-01,Current employee,Very smart people you interact with on a daily basis. Good compensation package Fair benefits,"Still quite a lot of bad apples in the company, working for one is horrible Impossible growth in some roles, choose wisely",MicroSoft
Sr. Sw Engineer,5.0,2023-03-21,"Current employee, more than 8 years",Access to a lot of tech if you push for it,Subject to market swings  no such thing as stable job market in tech world,MicroSoft
